pygame 2.1.2 (SDL 2.0.16, Python 3.10.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
['/dev/video0']
         771455 function calls (765972 primitive calls) in 3.935 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:110(FFmpegException)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:122(ffmpeg_init)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:417(_Packet)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:428(VideoPacket)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:440(AudioPacket)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:444(FFmpegSource)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:59(FileInfo)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:74(StreamVideoInfo)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:86(StreamAudioInfo)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:94(FFmpegFile)
        1    0.000    0.000    0.001    0.001 fixed_resolution.py:40(__init__)
        1    0.000    0.000    0.000    0.000 fixed_resolution.py:64(on_resize)
        2    0.000    0.000    0.000    0.000 fixed_resolution.py:70(_calculate_viewport)
      222    0.002    0.000    0.003    0.000 fixed_resolution.py:90(__enter__)
      222    0.005    0.000    0.033    0.000 fixed_resolution.py:97(__exit__)
        1    0.000    0.000    0.000    0.000 fontconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fontconfig.py:108(FontConfig)
        1    0.000    0.000    0.011    0.011 fontconfig.py:109(__init__)
        1    0.000    0.000    0.000    0.000 fontconfig.py:121(create_search_pattern)
        1    0.000    0.000    0.001    0.001 fontconfig.py:124(find_font)
       11    0.000    0.000    0.000    0.000 fontconfig.py:150(char_index)
        1    0.000    0.000    0.000    0.000 fontconfig.py:153(_add_to_search_cache)
        1    0.000    0.000    0.000    0.000 fontconfig.py:161(_get_from_search_cache)
        1    0.007    0.007    0.011    0.011 fontconfig.py:169(_load_fontconfig_library)
        1    0.000    0.000    0.000    0.000 fontconfig.py:193(FontConfigPattern)
        2    0.000    0.000    0.000    0.000 fontconfig.py:194(__init__)
        1    0.000    0.000    0.000    0.000 fontconfig.py:202(_create)
        1    0.000    0.000    0.000    0.000 fontconfig.py:207(_destroy)
        1    0.000    0.000    0.000    0.000 fontconfig.py:213(_bold_to_weight)
        1    0.000    0.000    0.000    0.000 fontconfig.py:217(_italic_to_slant)
        1    0.000    0.000    0.000    0.000 fontconfig.py:221(_set_string)
        1    0.000    0.000    0.000    0.000 fontconfig.py:233(_set_double)
        2    0.000    0.000    0.000    0.000 fontconfig.py:243(_set_integer)
        3    0.000    0.000    0.000    0.000 fontconfig.py:253(_get_value)
        2    0.000    0.000    0.000    0.000 fontconfig.py:265(_get_string)
        1    0.000    0.000    0.000    0.000 fontconfig.py:273(_get_face)
        1    0.000    0.000    0.000    0.000 fontconfig.py:298(FontConfigSearchPattern)
        1    0.000    0.000    0.000    0.000 fontconfig.py:299(__init__)
        1    0.000    0.000    0.001    0.001 fontconfig.py:307(match)
        1    0.000    0.000    0.000    0.000 fontconfig.py:316(_prepare_search_pattern)
        1    0.000    0.000    0.000    0.000 fontconfig.py:325(_substitute_defaults)
        1    0.000    0.000    0.000    0.000 fontconfig.py:332(_get_match)
        1    0.000    0.000    0.000    0.000 fontconfig.py:344(dispose)
        1    0.000    0.000    0.000    0.000 fontconfig.py:348(FontConfigSearchResult)
        1    0.000    0.000    0.000    0.000 fontconfig.py:349(__init__)
        1    0.000    0.000    0.000    0.000 fontconfig.py:368(face)
        2    0.000    0.000    0.000    0.000 fontconfig.py:372(file)
        4    0.000    0.000    0.000    0.000 fontconfig.py:380(_handle_fcresult)
       12    0.000    0.000    0.011    0.001 fontconfig.py:392(get_fontconfig)
        1    0.000    0.000    0.000    0.000 fontconfig.py:85(_FcValueUnion)
        1    0.000    0.000    0.000    0.000 fontconfig.py:99(FcValue)
        1    0.000    0.000    0.014    0.014 freetype.py:1(<module>)
       11    0.000    0.000    0.001    0.000 freetype.py:114(_create_glyph)
       11    0.000    0.000    0.002    0.000 freetype.py:131(render)
        1    0.000    0.000    0.000    0.000 freetype.py:141(MemoryFaceStore)
        1    0.000    0.000    0.000    0.000 freetype.py:142(__init__)
        1    0.000    0.000    0.000    0.000 freetype.py:152(get)
        1    0.000    0.000    0.000    0.000 freetype.py:157(FreeTypeFont)
        1    0.000    0.000    0.012    0.012 freetype.py:163(__init__)
       14    0.000    0.000    0.000    0.000 freetype.py:184(ascent)
       14    0.000    0.000    0.000    0.000 freetype.py:188(descent)
       11    0.000    0.000    0.001    0.000 freetype.py:192(get_glyph_slot)
        1    0.000    0.000    0.012    0.012 freetype.py:197(_load_font_face)
        1    0.000    0.000    0.012    0.012 freetype.py:202(_load_font_face_from_system)
        1    0.000    0.000    0.000    0.000 freetype.py:221(FreeTypeFace)
        1    0.000    0.000    0.000    0.000 freetype.py:228(__init__)
        1    0.000    0.000    0.000    0.000 freetype.py:233(from_file)
        1    0.000    0.000    0.000    0.000 freetype.py:243(from_fontconfig)
       12    0.000    0.000    0.000    0.000 freetype.py:282(set_char_size)
       11    0.000    0.000    0.000    0.000 freetype.py:299(get_character_index)
       11    0.000    0.000    0.001    0.000 freetype.py:302(get_glyph_slot)
        1    0.000    0.000    0.000    0.000 freetype.py:306(get_font_metrics)
        1    0.000    0.000    0.000    0.000 freetype.py:330(_get_best_name)
        1    0.000    0.000    0.000    0.000 freetype.py:355(FreeTypeMemoryFace)
        1    0.000    0.000    0.000    0.000 freetype.py:47(FreeTypeGlyphRenderer)
        4    0.000    0.000    0.000    0.000 freetype.py:48(__init__)
       11    0.000    0.000    0.001    0.000 freetype.py:66(_get_glyph)
       11    0.000    0.000    0.000    0.000 freetype.py:73(_get_glyph_metrics)
       11    0.000    0.000    0.000    0.000 freetype.py:83(_get_bitmap_data)
        1    0.000    0.000    0.004    0.004 freetype_lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:111(FT_UnitVector)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:120(FT_Data)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:129(FT_Generic)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:136(FT_Bitmap)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:158(FT_LibraryRec)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:174(FT_Bitmap_Size)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:184(FT_Glyph_Metrics)
        4    0.000    0.000    0.000    0.000 freetype_lib.py:205(FT_IMAGE_TAG)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:215(FT_Outline)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:229(FT_GlyphSlotRec)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:265(FT_Size_Metrics)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:280(FT_SizeRec)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:290(FT_FaceRec)
        5    0.000    0.000    0.000    0.000 freetype_lib.py:373(FT_LOAD_TARGET_)
       13    0.000    0.000    0.000    0.000 freetype_lib.py:399(f26p6_to_float)
       12    0.000    0.000    0.000    0.000 freetype_lib.py:403(float_to_f26p6)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:407(FreeTypeError)
       25    0.000    0.000    0.000    0.000 freetype_lib.py:416(check_and_raise_on_error)
       14    0.000    0.000    0.000    0.000 freetype_lib.py:45(_get_function)
       13    0.000    0.000    0.000    0.000 freetype_lib.py:508(_get_function_with_error_handling)
       25    0.001    0.000    0.001    0.000 freetype_lib.py:510(_error_handling)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:547(FT_SfntName)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:585(ft_get_library)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:82(FT_Vector)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:89(FT_BBox)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:98(FT_Matrix)
       19    0.000    0.000    0.000    0.000 gdkpixbuf2.py:104(__del__)
       19    0.000    0.000    0.001    0.000 gdkpixbuf2.py:110(_load_file)
       19    0.003    0.000    0.003    0.000 gdkpixbuf2.py:116(_finish_load)
       19    0.001    0.000    0.001    0.000 gdkpixbuf2.py:129(write)
       19    0.000    0.000    0.004    0.000 gdkpixbuf2.py:135(get_pixbuf)
       19    0.000    0.000    0.000    0.000 gdkpixbuf2.py:163(__init__)
       19    0.000    0.000    0.000    0.000 gdkpixbuf2.py:169(__del__)
       57    0.000    0.000    0.000    0.000 gdkpixbuf2.py:176(width)
       76    0.000    0.000    0.000    0.000 gdkpixbuf2.py:181(height)
       57    0.000    0.000    0.000    0.000 gdkpixbuf2.py:186(channels)
       76    0.000    0.000    0.000    0.000 gdkpixbuf2.py:191(rowstride)
       19    0.001    0.000    0.001    0.000 gdkpixbuf2.py:201(get_pixels)
       19    0.000    0.000    0.001    0.000 gdkpixbuf2.py:208(to_image)
       19    0.000    0.000    0.005    0.000 gdkpixbuf2.py:308(decode)
       19    0.000    0.000    0.001    0.000 gdkpixbuf2.py:95(__init__)
       19    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 gl_info.py:110(have_extension)
      254    0.001    0.000    0.001    0.000 gl_info.py:145(have_version)
      254    0.000    0.000    0.000    0.000 gl_info.py:166(<listcomp>)
        5    0.000    0.000    0.000    0.000 gl_info.py:171(get_renderer)
      227    0.000    0.000    0.002    0.000 gl_info.py:84(set_active_context)
      390    0.000    0.000    0.001    0.000 gl_info.py:98(<genexpr>)
      226    0.000    0.000    0.000    0.000 glu_info.py:83(set_active_context)
        6    0.000    0.000    0.000    0.000 glx_info.py:116(get_client_version)
        5    0.000    0.000    0.000    0.000 glx_info.py:124(get_extensions)
        5    0.000    0.000    0.000    0.000 glx_info.py:128(have_extension)
        1    0.000    0.000    0.000    0.000 glx_info.py:66(__init__)
       28    0.000    0.000    0.000    0.000 glx_info.py:76(check_display)
        6    0.000    0.000    0.000    0.000 glx_info.py:80(have_version)
        6    0.000    0.000    0.000    0.000 glx_info.py:88(<listcomp>)
        6    0.000    0.000    0.000    0.000 glx_info.py:89(<listcomp>)
        6    0.000    0.000    0.000    0.000 glx_info.py:97(get_server_version)
        1    0.000    0.000    0.000    0.000 gstreamer.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        8    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
        4    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        8    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
        4    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        4    0.000    0.000    0.000    0.000 inspect.py:413(isroutine)
        1    0.000    0.000    0.002    0.002 interface.py:153(init_about_window)
        1    0.000    0.000    0.003    0.003 interface.py:172(init_settings_window)
        1    0.000    0.000    0.000    0.000 interface.py:263(grid)
        1    0.000    0.000    0.000    0.000 interface.py:277(crosshair)
        1    0.000    0.000    0.042    0.042 interface.py:32(__init__)
        2    0.000    0.000    0.000    0.000 interface.py:343(about)
       10    0.000    0.000    0.000    0.000 interface.py:355(settings)
        2    0.000    0.000    0.000    0.000 interface.py:375(fps)
        1    0.000    0.000    0.000    0.000 interface.py:379(fps)
        1    0.000    0.000    0.000    0.000 interface.py:386(saving)
        1    0.000    0.000    0.000    0.000 interface.py:395(storage_message)
        5    0.000    0.000    0.000    0.000 interface.py:399(storage_message)
       60    0.000    0.000    0.000    0.000 interface.py:404(camera_message)
        1    0.000    0.000    0.008    0.008 interface.py:49(init_main_ui)
        1    0.001    0.001    0.016    0.016 layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:1159(_wrap_lines_invariant)
       70    0.000    0.000    0.000    0.000 layout.py:1165(_parse_distance)
      222    0.000    0.000    0.015    0.000 layout.py:1202(draw)
        1    0.000    0.000    0.000    0.000 layout.py:1214(_init_groups)
       14    0.000    0.000    0.016    0.001 layout.py:1222(_get_lines)
       14    0.000    0.000    0.001    0.000 layout.py:1227(<listcomp>)
       31    0.000    0.000    0.018    0.001 layout.py:1232(_update)
       14    0.000    0.000    0.000    0.000 layout.py:1275(_get_left)
       14    0.000    0.000    0.000    0.000 layout.py:1290(_get_top)
       30    0.000    0.000    0.018    0.001 layout.py:1335(_init_document)
       14    0.000    0.000    0.018    0.001 layout.py:1341(on_insert_text)
       14    0.000    0.000    0.000    0.000 layout.py:1354(on_delete_text)
        1    0.000    0.000    0.000    0.000 layout.py:1363(on_style_text)
       14    0.000    0.000    0.015    0.001 layout.py:1374(_get_glyphs)
       14    0.000    0.000    0.000    0.000 layout.py:1387(_get_owner_runs)
       28    0.000    0.000    0.001    0.000 layout.py:1398(_flow_glyphs)
       28    0.000    0.000    0.001    0.000 layout.py:1663(_flow_glyphs_single_line)
       14    0.000    0.000    0.000    0.000 layout.py:1668(<lambda>)
       14    0.000    0.000    0.000    0.000 layout.py:1686(<listcomp>)
       14    0.000    0.000    0.000    0.000 layout.py:1704(_flow_lines)
       14    0.000    0.000    0.000    0.000 layout.py:1707(<lambda>)
       56    0.000    0.000    0.000    0.000 layout.py:171(_parse_distance)
       14    0.000    0.000    0.000    0.000 layout.py:1710(<lambda>)
       14    0.000    0.000    0.000    0.000 layout.py:1714(<lambda>)
       14    0.000    0.000    0.002    0.000 layout.py:1769(_create_vertex_lists)
        1    0.000    0.000    0.000    0.000 layout.py:1776(ScrollableTextLayout)
        1    0.000    0.000    0.000    0.000 layout.py:1890(IncrementalTextLayout)
        1    0.000    0.000    0.000    0.000 layout.py:203(_Line)
       14    0.000    0.000    0.000    0.000 layout.py:220(__init__)
       14    0.000    0.000    0.000    0.000 layout.py:228(add_box)
        1    0.000    0.000    0.000    0.000 layout.py:244(_LayoutContext)
       14    0.000    0.000    0.000    0.000 layout.py:245(__init__)
       14    0.000    0.000    0.000    0.000 layout.py:251(<lambda>)
        1    0.000    0.000    0.000    0.000 layout.py:254(_StaticLayoutContext)
       14    0.000    0.000    0.000    0.000 layout.py:255(__init__)
       14    0.000    0.000    0.000    0.000 layout.py:260(add_list)
        1    0.000    0.000    0.000    0.000 layout.py:267(_IncrementalLayoutContext)
        1    0.000    0.000    0.000    0.000 layout.py:277(_AbstractBox)
       14    0.000    0.000    0.000    0.000 layout.py:280(__init__)
        1    0.000    0.000    0.000    0.000 layout.py:299(_GlyphBox)
       14    0.000    0.000    0.000    0.000 layout.py:300(__init__)
       14    0.000    0.000    0.002    0.000 layout.py:323(place)
        1    0.000    0.000    0.000    0.000 layout.py:434(_InlineElementBox)
        1    0.000    0.000    0.000    0.000 layout.py:469(_InvalidRange)
        1    0.000    0.000    0.000    0.000 layout.py:517(TextLayoutGroup)
      211    0.001    0.000    0.002    0.000 layout.py:525(set_state)
      211    0.000    0.000    0.001    0.000 layout.py:530(unset_state)
       45    0.000    0.000    0.000    0.000 layout.py:533(__hash__)
       26    0.000    0.000    0.000    0.000 layout.py:536(__eq__)
        1    0.000    0.000    0.000    0.000 layout.py:543(ScrollableTextLayoutGroup)
        1    0.000    0.000    0.000    0.000 layout.py:580(IncrementalTextLayoutGroup)
        1    0.000    0.000    0.000    0.000 layout.py:696(TextLayoutForegroundGroup)
      211    0.000    0.000    0.000    0.000 layout.py:702(set_state)
        1    0.000    0.000    0.000    0.000 layout.py:708(TextLayoutForegroundDecorationGroup)
        1    0.000    0.000    0.000    0.000 layout.py:721(TextLayoutTextureGroup)
       14    0.000    0.000    0.000    0.000 layout.py:728(__init__)
      211    0.000    0.000    0.001    0.000 layout.py:734(set_state)
       31    0.000    0.000    0.000    0.000 layout.py:740(__hash__)
       26    0.000    0.000    0.000    0.000 layout.py:743(__eq__)
        1    0.000    0.000    0.000    0.000 layout.py:752(TextLayout)
        1    0.000    0.000    0.000    0.000 layout.py:806(__init__)
       45    0.000    0.000    0.000    0.000 layout.py:868(document)
        1    0.000    0.000    0.000    0.000 layout.py:880(document)
       14    0.000    0.000    0.000    0.000 layout.py:889(batch)
        7    0.000    0.000    0.029    0.004 lib.py:112(load_library)
        7    0.000    0.000    0.000    0.000 lib.py:274(_find_libs)
        7    0.000    0.000    0.022    0.003 lib.py:319(find_library)
   132678    0.103    0.000    0.177    0.000 lib.py:87(errcheck)
        1    0.000    0.000    0.012    0.012 libavcodec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libavcodec.py:126(AVProfile)
        1    0.000    0.000    0.000    0.000 libavcodec.py:133(AVCodecDescriptor)
        1    0.000    0.000    0.000    0.000 libavcodec.py:145(AVCodecInternal)
        1    0.000    0.000    0.000    0.000 libavcodec.py:149(AVCodec)
        1    0.000    0.000    0.000    0.000 libavcodec.py:166(AVCodecContext)
        1    0.000    0.000    0.000    0.000 libavcodec.py:170(RcOverride)
        1    0.000    0.000    0.000    0.000 libavcodec.py:174(AVHWAccel)
        1    0.000    0.000    0.000    0.000 libavcodec.py:57(AVPacketSideData)
        1    0.000    0.000    0.000    0.000 libavcodec.py:68(AVPacket)
        1    0.000    0.000    0.000    0.000 libavcodec.py:85(AVCodecParserContext)
        1    0.000    0.000    0.000    0.000 libavcodec.py:92(AVCodecParameters)
        1    0.000    0.000    0.009    0.009 libavformat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libavformat.py:101(AVProbeData)
        1    0.000    0.000    0.000    0.000 libavformat.py:110(FFFrac)
        1    0.000    0.000    0.000    0.000 libavformat.py:114(AVStreamInternal)
        1    0.000    0.000    0.000    0.000 libavformat.py:118(AVFrac)
        1    0.000    0.000    0.000    0.000 libavformat.py:136(AVStream)
        1    0.000    0.000    0.000    0.000 libavformat.py:199(AVProgram)
        1    0.000    0.000    0.000    0.000 libavformat.py:203(AVChapter)
        1    0.000    0.000    0.000    0.000 libavformat.py:207(AVFormatInternal)
        1    0.000    0.000    0.000    0.000 libavformat.py:211(AVIOInterruptCB)
        1    0.000    0.000    0.000    0.000 libavformat.py:222(AVFormatContext)
        1    0.000    0.000    0.000    0.000 libavformat.py:61(AVPacketList)
        1    0.000    0.000    0.000    0.000 libavformat.py:64(AVInputFormat)
        1    0.000    0.000    0.000    0.000 libavformat.py:70(AVOutputFormat)
        1    0.000    0.000    0.000    0.000 libavformat.py:74(AVIOContext)
        1    0.000    0.000    0.000    0.000 libavformat.py:78(AVIndexEntry)
        1    0.000    0.000    0.000    0.000 libavformat.py:82(AVStreamInfo)
        1    0.000    0.000    0.006    0.006 libavutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libavutil.py:102(AVDictionary)
        1    0.000    0.000    0.000    0.000 libavutil.py:109(AVClass)
        1    0.000    0.000    0.000    0.000 libavutil.py:113(AVRational)
        1    0.000    0.000    0.000    0.000 libavutil.py:120(AVFrameSideData)
        1    0.000    0.000    0.000    0.000 libavutil.py:124(AVFrame)
        1    0.000    0.000    0.000    0.000 libavutil.py:79(AVBuffer)
        1    0.000    0.000    0.000    0.000 libavutil.py:87(AVBufferRef)
        1    0.000    0.000    0.000    0.000 libavutil.py:95(AVDictionaryEntry)
        1    0.000    0.000    0.002    0.002 libswresample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libswresample.py:54(SwrContext)
        1    0.000    0.000    0.002    0.002 libswscale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libswscale.py:54(SwsContext)
        1    0.000    0.000    0.000    0.000 libswscale.py:58(SwsFilter)
        8    0.000    0.000    0.000    0.000 math.py:60(x)
       19    0.000    0.000    0.000    0.000 math.py:64(y)
        5    0.000    0.000    0.000    0.000 os.py:1002(close)
        5    0.000    0.000    0.000    0.000 os.py:1011(__enter__)
        5    0.000    0.000    0.000    0.000 os.py:1013(__exit__)
        5    0.000    0.000    0.000    0.000 os.py:1015(__getattr__)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:282(walk)
 1324/269    0.001    0.000    0.005    0.000 os.py:344(_walk)
        1    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        1    0.000    0.000    0.000    0.000 os.py:754(encode)
       47    0.000    0.000    0.000    0.000 os.py:804(fsencode)
        7    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        5    0.000    0.000    0.002    0.000 os.py:976(popen)
        5    0.000    0.000    0.000    0.000 os.py:999(__init__)
        1    0.000    0.000    0.000    0.000 plaintext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plaintext.py:42(PlainTextDecoder)
        1    0.000    0.000    0.000    0.000 plaintext.py:43(decode)
        1    0.000    0.000    0.001    0.001 player.py:1(<module>)
        9    0.000    0.000    0.000    0.000 player.py:106(__init__)
        1    0.000    0.000    0.000    0.000 player.py:123(Player)
        1    0.000    0.000    0.000    0.000 player.py:139(__init__)
        1    0.000    0.000    0.000    0.000 player.py:48(PlaybackTimer)
        1    0.000    0.000    0.000    0.000 player.py:55(__init__)
        1    0.000    0.000    0.000    0.000 player.py:660(PlayerGroup)
        1    0.000    0.000    0.000    0.000 player.py:94(_PlayerProperty)
       19    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
       24    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
      267    0.000    0.000    0.001    0.000 posixpath.py:164(islink)
      312    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
      287    0.000    0.000    0.001    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.076    0.076 pyaudio.py:674(__init__)
        7    0.000    0.000    0.014    0.002 re.py:197(search)
       14    0.000    0.000    0.001    0.000 re.py:249(compile)
        7    0.000    0.000    0.000    0.000 re.py:269(escape)
       21    0.000    0.000    0.003    0.000 re.py:288(_compile)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 re.py:324(_subx)
     1024    0.000    0.000    0.002    0.000 re.py:330(filter)
        1    0.000    0.000    0.000    0.000 resource.py:217(__init__)
       19    0.000    0.000    0.000    0.000 resource.py:226(open)
       44    0.000    0.000    0.006    0.000 resource.py:330(_require_index)
        1    0.001    0.001    0.006    0.006 resource.py:334(reindex)
      267    0.000    0.000    0.000    0.000 resource.py:371(<listcomp>)
      804    0.000    0.000    0.000    0.000 resource.py:435(_index_file)
       19    0.000    0.000    0.000    0.000 resource.py:439(file)
       19    0.000    0.000    0.069    0.004 resource.py:499(_alloc_image)
       19    0.000    0.000    0.000    0.000 resource.py:516(_get_texture_atlas_bin)
       25    0.000    0.000    0.075    0.003 resource.py:541(image)
        1    0.000    0.000    0.000    0.000 resource.py:785(path)
        1    0.000    0.000    0.000    0.000 runlist.py:1(<module>)
       14    0.000    0.000    0.000    0.000 runlist.py:128(set_run)
       14    0.000    0.000    0.000    0.000 runlist.py:189(<listcomp>)
       28    0.000    0.000    0.000    0.000 runlist.py:191(__iter__)
       14    0.000    0.000    0.000    0.000 runlist.py:197(get_run_iterator)
        1    0.000    0.000    0.000    0.000 runlist.py:229(AbstractRunIterator)
        1    0.000    0.000    0.000    0.000 runlist.py:289(RunIterator)
       14    0.000    0.000    0.000    0.000 runlist.py:290(__init__)
       14    0.000    0.000    0.000    0.000 runlist.py:294(__next__)
       28    0.000    0.000    0.000    0.000 runlist.py:306(ranges)
        1    0.000    0.000    0.000    0.000 runlist.py:318(OverriddenRunIterator)
        1    0.000    0.000    0.000    0.000 runlist.py:364(FilteredRunIterator)
       70    0.000    0.000    0.000    0.000 runlist.py:369(__init__)
       56    0.000    0.000    0.000    0.000 runlist.py:387(ranges)
       42    0.000    0.000    0.000    0.000 runlist.py:394(__getitem__)
        1    0.000    0.000    0.000    0.000 runlist.py:401(ZipRunIterator)
       28    0.000    0.000    0.000    0.000 runlist.py:404(__init__)
       56    0.000    0.000    0.000    0.000 runlist.py:407(ranges)
       28    0.000    0.000    0.000    0.000 runlist.py:409(<listcomp>)
        1    0.000    0.000    0.000    0.000 runlist.py:41(_Run)
       28    0.000    0.000    0.000    0.000 runlist.py:410(<listcomp>)
       14    0.000    0.000    0.000    0.000 runlist.py:42(__init__)
        1    0.000    0.000    0.000    0.000 runlist.py:428(ConstRunIterator)
      168    0.000    0.000    0.000    0.000 runlist.py:431(__init__)
      196    0.000    0.000    0.000    0.000 runlist.py:439(ranges)
       84    0.000    0.000    0.000    0.000 runlist.py:442(__getitem__)
        1    0.000    0.000    0.000    0.000 runlist.py:50(RunList)
       14    0.000    0.000    0.000    0.000 runlist.py:70(__init__)
       83    0.000    0.000    0.001    0.000 sprite.py:122(__init__)
     5328    0.148    0.000    0.182    0.000 sprite.py:145(set_state)
     5328    0.008    0.000    0.021    0.000 sprite.py:153(unset_state)
       29    0.000    0.000    0.000    0.000 sprite.py:160(__eq__)
     5813    0.003    0.000    0.004    0.000 sprite.py:168(__hash__)
       24    0.000    0.000    0.005    0.000 sprite.py:193(__init__)
       61    0.000    0.000    0.357    0.006 sprite.py:349(image)
       61    0.000    0.000    0.015    0.000 sprite.py:366(_set_texture)
       83    0.000    0.000    0.018    0.000 sprite.py:382(_create_vertex_list)
      190    0.001    0.000    0.002    0.000 sprite.py:396(_update_position)
       83    0.000    0.000    0.001    0.000 sprite.py:441(_update_color)
       23    0.000    0.000    0.000    0.000 sprite.py:515(scale)
       23    0.000    0.000    0.000    0.000 sprite.py:662(visible)
       31    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       31    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       26    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       25    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    14/13    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       11    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       13    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       26    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       13    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
       11    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
    50/13    0.000    0.000    0.001    0.000 sre_compile.py:71(_compile)
       13    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1051(<listcomp>)
     1024    0.001    0.000    0.002    0.000 sre_parse.py:1054(expand_template)
       50    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      102    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      508    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
       26    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      220    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
    59/24    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
       14    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      327    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
       99    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
      289    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       72    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        7    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       34    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       11    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
    24/13    0.000    0.000    0.001    0.000 sre_parse.py:435(_parse_sub)
    24/13    0.001    0.000    0.001    0.000 sre_parse.py:493(_parse)
